name,street_address,city,state_abbr,zip,phone_no,status,expected_date,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,open_date,ev_connector_types
Chapel Bridge Park,55 Chapel Street,Newton,MA,2458,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,42.3637738,-71.2023118,72630,,,,,J1772
AUTO CLUB GROUP,32000 U.S. 19,Palm Harbor,FL,34684,888-758-4389,E,,Public,ChargePoint Network,28.0628777,-82.7394714,40994,,,,,NEMA520 J1772
SAN LEANDRO,2506-3098 Davis St,San Leandro,CA,94577,888-758-4389,E,,Public,ChargePoint Network,37.7149991,-122.1939881,66694,,,,,J1772
CPSE-SATX,1201 Kitty Hawk Rd,Universal City,TX,78148,888-758-4389,E,,Public,ChargePoint Network,29.5462766,-98.3226664,52854,,,,,J1772
Country Inn and Suites - Tesla,1257 E College Ave,State College,PA,16801,814-234-6000  877-798-3752,E,,Public,Tesla,40.809077,-77.8341572,75177,P,,,1/1/16,TESLA
621 CAPITOL MAL,621 Capitol Mall,Sacramento,CA,95814,888-758-4389,E,,Public,ChargePoint Network,38.5788436,-121.4990457,51235,,,,,J1772
GEORGIA POWER,4404 N Shallowford Rd,Atlanta,GA,30338,888-758-4389,E,,Public,ChargePoint Network,33.9218503,-84.3063683,69110,,,,,J1772 CHADEMO
LADWP - Parking,111 N Hope St,Los Angeles,CA,90012,800-473-3652,E,,Public,,34.057593,-118.248854,1525,LG,,,10/15/99,J1772
SEAPORT GARAGE,157 Seaport Blvd,Boston,MA,2210,888-758-4389,E,,Public,ChargePoint Network,42.350046,-71.0427127,74114,,,,,J1772
KCP&L,5008 Prospect Ave,Kansas City,MO,64130,888-758-4389,E,,Public,ChargePoint Network,39.0350939,-94.554955,52278,,,,,J1772
City of Bradenton - City Hall,1005 Barcarrota Blvd,Bradenton,FL,34205,941-932-9400,E,,Public,,27.49906,-82.57318,42286,P,,,11/15/11,NEMA520 J1772
Waikiki Trade Center,2255 Kuhio Ave,Honolulu,HI,96815,808-922-7444,E,,Public,,21.2797361,-157.8267701,45958,P,,,6/30/12,J1772
MITRE Corporation - Colorado Springs,1155 Academy Park Loop,Colorado Springs,CO,80910,888-998-2546,E,,Private,Blink Network,38.81711,-104.76008,65647,,,,,J1772
Paul Barnett Nissan,845 Brookway Blvd,Brookhaven,MS,39601,601-833-9124,E,,Private,,31.5791811,-90.4616447,45825,P,,,1/31/12,J1772
Gillman Subaru,18010 Interstate 45 N,Houston,TX,77090,888-550-7668,E,,Public - Call ahead,,30.028894,-95.428189,48791,P,,,7/31/12,J1772
On the Beach Bed and Breakfast ,181 N Ocean Ave,Cayucos,CA,93430,805-995-3200  877-798-3752,E,,Public,Tesla,35.4492173,-120.9056881,70347,P,,,8/1/15,TESLA J1772
City of Boynton Beach - City Hall,100 E Boynton Beach Blvd,Boynton Beach,FL,33435,561-742-6350,E,,Public,,26.5288816,-80.0641438,62896,LG,,,1/5/14,J1772
CITYOF CAMPBELL,41 N 2nd St,Campbell,CA,95008,888-758-4389,E,,Public,ChargePoint Network,37.2875329,-121.9466201,46715,,,,,J1772
Outlet Shoppes at Oklahoma City - Tesla,7624 W Reno Ave,Oklahoma City,OK,73127,877-798-3752,E,,Public,Tesla,35.4614411,-97.6502659,69115,P,,,4/1/15,TESLA
Dorian Ford,35900 Gratiot Ave,Clinton Township,MI,48035,,E,,Private,,42.5615365,-82.8956969,63716,P,,,2/1/13,J1772
Kaiser Office Building,1650 Response Rd,Sacramento,CA,95815,,E,,Private,,38.596304,-121.429696,21675,P,,,6/30/02,
TARGET CORP,345 Hahani St,Kailua,HI,96734,888-758-4389,E,,Public,ChargePoint Network,21.3910355,-157.7397468,66243,,,,,J1772
Caroline Garage,1501 East Monument St.,Baltimore,MD,21205,800-663-5633,E,,Public,SemaCharge Network,39.2981563,-76.5967227,70031,,,,,J1772
Lucky Mowry,5000 Mowry Ave.,Fremont,CA,94538,877-455-3833,E,,Public - Card key at all times,eVgo Network,37.53419876,-121.9970703,71515,,,,,J1772COMBO
SOUTHCOAST AQMD,21865 Copley Dr,Diamond Bar,CA,91765,888-758-4389,E,,Public,ChargePoint Network,34.002107,-117.8290451,41315,,,,,NEMA520 J1772
GAI BUILDING,618 E South St,Orlando,FL,32801,888-758-4389,E,,Public,ChargePoint Network,28.5379755,-81.3688188,41806,,,,,NEMA520 J1772
CITY OF SANFORD,E 1st St,Sanford,FL,32771,888-758-4389,E,,Public,ChargePoint Network,28.8117905,-81.2663651,43134,,,,,NEMA520 J1772
Radius Apartments,null  Radius Way,Newport News,VA,23602,888-998-2546,E,,Public,GE WattStation,37.1257756,-76.5118112,72759,,,,,J1772
BEVERLY H. BMW,725 S Citrus Ave,Los Angeles,CA,90036,888-758-4389,E,,Public,ChargePoint Network,34.061404,-118.340011,61629,,,,,J1772
North Carolina State University - Advanced Transportation Energy Lab,169 E Advanced Transportation Energy Lab,Raleigh,NC,27606,919-513-3334,E,,Public,,35.790316,-78.697552,64756,SG,,,10/31/11,J1772
GOOGLE,6425 Penn Ave,Pittsburgh,PA,15206,888-758-4389,E,,Public,ChargePoint Network,40.4572109,-79.9168048,46452,,,,,J1772
EPCOT,200 Epcot Center Dr,Lake Buena Vista,FL,32821,888-758-4389,E,,Public,ChargePoint Network,28.3782982,-81.5483299,62931,,,,,J1772
Best Western Socorro Hotel and Suites - Tesla,1100 N California St,Socorro,NM,87801,575-838-0556  877-798-3752,E,,Public,Tesla,34.0663569,-106.8927962,72300,P,,,11/1/15,TESLA
640 N. LASALLE,640 N La Salle Dr,Chicago,IL,60654,888-758-4389,E,,Public,ChargePoint Network,41.8936163,-87.6326862,50472,,,,,J1772
Dunkin' Donuts - Tesla,22 Meetinghouse Ln,Sagamore Beach,MA,2562,877-798-3752,E,,Public,Tesla,41.781195,-70.540289,65101,P,,,1/1/15,TESLA
SCAVENGER,500 E Jamie Ct,South San Francisco,CA,94080,888-758-4389,E,,Public,ChargePoint Network,37.648979,-122.3835734,51249,,,,,NEMA520 J1772
City of San Diego - Balboa Park Palisades,2111 Pan America Plaza,San Diego,CA,92101,888-998-2546,E,,Public,Blink Network,32.727157,-117.153557,43489,,,,,J1772
The Incline,3917 St. Elmo Avenue,Chattanooga,TN,37409,888-998-2546,E,,Public,Blink Network,35.009789,-85.328274,41478,,,,,J1772
LOT 1 CHARGER,1000 Lake Cook Rd,Glencoe,IL,60022,888-758-4389,E,,Public,ChargePoint Network,42.1497074,-87.788679,62549,,,,,J1772
Canton Town Hall,4 Market St,Canton,CT,6002,860-693-7837,E,,Public,,41.810822,-72.922571,64952,LG,,,11/14/14,J1772
Sunday River Resort - Tesla,23 S Ridge Rd,Newry,ME,4261,207-824-3000  877-798-3752,E,,Public,Tesla,44.4732745,-70.8556528,73783,P,,,2/1/16,TESLA
Brentwood Library,8109 Concord Road,Brentwood,TN,37027,888-998-2546,E,,Public,Blink Network,35.994624,-86.788326,45039,,,,,J1772
JBG - L'Enfant Plaza - Washington DC,480 L'Enfant Plaza Southwest,Washington,DC,20024,888-998-2546,E,,Public,Blink Network,38.883525,-77.025527,63510,,,,,J1772
Vancouver Ford,6801 NE 40th St,Vancouver,WA,98661,877-463-2199,E,,Public,,45.6503962,-122.6037004,53968,P,,,4/1/13,J1772
Ashland - Exit 14,2373 Ashland Street,Ashland,OR,97520,888-833-2148,E,,Public,AeroVironment Network,42.185363,-122.6677935,65857,,,,,J1772 CHADEMO
Universal City Nissan,3550 Cahuenga Blvd W,Los Angeles,CA,90068,818-769-8100,E,,Public - Call ahead,,34.1338909,-118.3574505,39907,P,,,3/15/11,J1772 CHADEMO
CAROL STREAM,106 E North Ave,Carol Stream,IL,60188,888-758-4389,E,,Public,ChargePoint Network,41.9035571,-88.1201653,61154,,,,,J1772
Durham County - North Regional Library,221 Milton Rd,Durham,NC,27712,919-560-7999,E,,Public,,36.08785,-78.9135,47128,LG,,,3/1/12,J1772
HOSPITAL,6501 Coyle Ave,Carmichael,CA,95608,888-758-4389,E,,Public,ChargePoint Network,38.6695441,-121.3119497,74221,,,,,J1772
The Carolina Inn - Tesla,211 Pittsboro St,Chapel Hill,NC,27516,919-933-2001  877-798-3752,E,,Public,Tesla,35.9097518,-79.054385,75028,P,,,3/1/16,TESLA
Classic Auto Group of Galveston,8020 Broadway St,Galveston,TX,77554,,E,,Private,,29.287094,-94.8609,38354,P,,,3/15/11,J1772
Thompson Chevrolet Olds Buick,701 2nd St,Patterson,CA,95363,,E,,Private,,37.4792149,-121.133909,68401,P,,,4/1/15,J1772
State Line Nissan,10401 Madison Ave,Kansas City,MO,64114,816-942-4007,E,,Private,,38.9398666,-94.6024075,49866,P,,,10/25/12,J1772
Savage River Lodge,1600 Mt Aetna Rd,Frostburg,MD,21532,301-689-3200  877-798-3752,E,,Public,Tesla,39.653643,-79.022436,72317,P,,,12/1/15,TESLA J1772
BMW  ASHEVILLE,649 Airport Rd,Fletcher,NC,28732,888-758-4389,E,,Public,ChargePoint Network,35.4384307,-82.5356201,60789,,,,,J1772
BLDG3 1 (QR 2000258),20100 Rotunda Drive,Dearborn,MI,48124,888-998-2546,E,,Private,GE WattStation,42.2940687,-83.2281183,74008,,,,,J1772
Bowdoin College,6 College St,Brunswick,ME,4011,855-900-7584,E,,Public,Greenlots,43.9067336,-69.9637712,74173,P,,,1/1/16,J1772
Gates Nissan,4098 Atwood Dr,Richmond,KY,40475,888-484-2194,E,,Private,,37.7604033,-84.2729045,46854,P,,,3/20/12,J1772
Arrow Cab Company,901 Vance Ave,Memphis,TN,38126,888-998-2546,E,,Public,Blink Network,35.133242,-90.031721,45090,,,,,J1772
Mult Co - Rockwood Library,17917 S.E. Stark Street,Portland,OR,97233,888-998-2546,E,,Public,Blink Network,45.519694,-122.478926,44896,,,,,J1772
CCSF-SFMTA,1399 Bush St,San Francisco,CA,94109,888-758-4389,E,,Public,ChargePoint Network,37.7886429,-122.4200287,41341,,,,,NEMA520 J1772
Klaus Multiparking,655 NW. 128th Street,North Miami,FL,85260,888-998-2546,E,,Public,Blink Network,25.892395,-80.210128,74057,,,,,J1772
ALMAZ CAPITAL,3274 Alpine Rd,Portola Valley,CA,94028,888-758-4389,E,,Public,ChargePoint Network,37.3982219,-122.1926035,63822,,,,,J1772
Toyota Technical Center,1630 W 186th St,Gardena,CA,90248,,E,,Private,,33.860801,-118.306387,50937,P,,,2/15/13,J1772
CITY OF ST PAUL,151 E 7th St,St Paul,MN,55101,888-758-4389,E,,Public,ChargePoint Network,44.9505078,-93.092046,66828,,,,,J1772
GW UNIVERSITY,2211 H St NW,Washington,DC,20052,888-758-4389,E,,Public,ChargePoint Network,38.8998058,-77.0493029,72411,,,,,NEMA520 J1772
COMREX1,19 Pine Rd,Devens,MA,1432,888-758-4389,E,,Public,ChargePoint Network,42.5421974,-71.6206705,53418,,,,,J1772
Saybrook Point Marina,21 Bridge St,Old Saybrook,CT,6475,860-395-3080,E,,Public,,41.282707,-72.351844,63813,P,,,10/1/14,J1772
GE WS - Price Chopper #243 Storrs CT 2,1220  Storrs Rd,Mansfield,CT,6269,888-998-2546,E,,Public,GE WattStation,41.8050182,-72.2442393,73016,,,,,J1772
Infiniti of Scottsdale North of Dealership,7801 E. Frank Lloyd Wright Blvd.,Scottsdale,AZ,85260,888-998-2546,E,,Public,Blink Network,33.634113,-111.912335,52718,,,,,J1772
Wayne State University - Parking Structure #6,61 Putnam,Detroit,MI,48202,313-577-1979,E,,Public,,42.35743177,-83.06604571,64733,P,,,11/15/14,J1772
SCHULZ MUSEUM,2301 Hardies Ln,Santa Rosa,CA,95403,888-758-4389,E,,Public,ChargePoint Network,38.4607758,-122.7359895,63006,,,,,J1772
SLEEPING LADY,7375 Icicle Road,Leavenworth,WA,98826,888-758-4389,E,,Public,ChargePoint Network,47.5514755,-120.6803818,64751,,,,,NEMA520 J1772
Surfside Park,Surfside Pl,Rehoboth Beach,DE,19971,302-227-6184,E,,Public,,38.722095,-75.077899,68009,LG,,,6/18/15,J1772
MOUNTLAKE EVCS,6001 236th Street SW,Mountlake Terrace,WA,98043,888-758-4389,E,,Public,ChargePoint Network,47.7859075,-122.3153922,46389,,,,,NEMA520 J1772
Bill Dodge Nissan of Saco,852 Portland Rd,Saco,ME,4072,207-283-3999,E,,Private,,43.541517,-70.424711,49820,P,,,10/25/12,J1772
HOLLAND BPW,477 WEST 40th St,Holland,MI,49423,888-758-4389,E,,Public,ChargePoint Network,42.7614975,-86.1281586,41022,,,,,NEMA520 J1772
TONH,6800 Oxon Hill Rd,Oxon hill,MD,20745,888-758-4389,E,,Public,ChargePoint Network,38.7945102,-77.0010248,71268,,,,,J1772
Riverside Gables Bed & Breakfast - Tesla,50 N Rocky River Dr,Berea,OH,44017,440-973-7026  877-798-3752,E,,Public - Call ahead,Tesla,41.370089,-81.8545634,73775,P,,,2/1/16,TESLA
Hickory Creek Plaza,5017 Teasley Ln,Denton,TX,76210,888-998-2546,E,,Public,Blink Network,33.1452298,-97.104647,64478,,,,,J1772
Havill Spoerl Ford Lincoln,1642 Janesville Ave,Fort Atkinson,WI,53538,920-568-4444,E,,Public,,42.9057699,-88.855044,51134,P,,,12/18/12,J1772
AutoNation Nissan of Memphis,4140 Hacks Cross Rd,Memphis,TN,38125,901-759-6100,E,,Public - Call ahead,,35.035432,-89.794415,39818,P,,,3/15/11,J1772
Hawaii Kai Towne Center,333 Keahole Street,Honolulu,HI,96825,888-998-2546,E,,Public,Blink Network,21.283803,-157.711532,63267,,,,,J1772
The Ford Store,17045 Condit Rd,Morgan Hill,CA,95037,408-782-8201,E,,Public,,37.1344913,-121.6329352,63987,P,,,8/1/14,J1772
Lombard Ford,385 New Hartford Rd,Barkhamsted,CT,6063,860-379-3301,E,,Public,,41.9098157,-73.0426911,51963,P,,,4/1/13,J1772
GEORGIA STATE,85 Park Pl NE,Atlanta,GA,30303,888-758-4389,E,,Public,ChargePoint Network,33.7571511,-84.3875855,69913,,,,,J1772
WHOLE FOODS MKT,11479 S State St,Draper,UT,84020,888-758-4389,E,,Public,ChargePoint Network,40.5431044,-111.8907537,63159,,,,,J1772
Treasury Restaurant,114 Watson St,Ripon,WI,54971,216-372-9398,E,,Public,,43.8458636,-88.8390219,67136,P,,,5/13/15,NEMA1450 NEMA520
Ruggles Green - The Woodlands,"2501 Research Forest Drive, Suite E",The Woodlands,TX,77381,888-998-2546,E,,Public,Blink Network,30.177346,-95.475541,66824,,,,,J1772
Whole Foods - Oakland - Corner Bay Place and Harrison St,230 Bay Place,Oakland,CA,94612,877-455-3833,E,,Public - Card key at all times,eVgo Network,37.81332779,-122.260582,74104,,,,,J1772COMBO
Moody Gardens,7 Hope Blvd,Galveston,TX,77557,409-683-4000  877-798-3752,E,,Public,Tesla,29.2729621,-94.8505854,68275,P,,,5/1/15,TESLA J1772
FPN&S 2 (QR : 2000436),290 Town Center Drive,Dearborn,MI,48126,888-998-2546,E,,Private,GE WattStation,42.3206458,-83.2183927,74722,,,,,J1772
Delta Township Library,5130 Davenport Dr,Lansing,MI,48917,517-321-4014,E,,Public,,42.745881,-84.62145,50837,P,,,9/19/12,J1772
Comfort Inn and Suites,339 Mt Rushmore Rd,Custer,SD,57730,605-673-2331  877-798-3752,E,,Public,Tesla,43.7639955,-103.613649,72189,P,,,12/1/15,TESLA J1772
BLDG5 2 (QR 2000275),20300 Rotunda Drive,Dearborn,MI,48124,888-998-2546,E,,Private,GE WattStation,42.293152,-83.230519,73985,,,,,J1772
LINCOLN CENTER,5401 W Kennedy Blvd,Tampa,FL,33609,888-758-4389,E,,Public,ChargePoint Network,27.9458342,-82.5344301,43138,,,,,NEMA520 J1772
Cape May - Lewes Ferry Terminal,43 Cape Henlopen Dr,Lewes,DE,19958,800-643-3779,E,,Public,,38.781996,-75.1187759,65415,P,,,1/21/15,J1772
City of Spartanburg - Municipal Parking Garage,100 Dunbar St,Spartanburg,SC,29306,864-596-2026,E,,Public,,34.950136,-81.932791,36709,LG,,,12/15/10,J1772
Solage Calistoga,755 Silverado Trail,Calistoga,CA,94515,707-226-0800  877-798-3752,E,,Public,Tesla,38.5850729,-122.5703078,42908,P,,,1/1/12,J1772 TESLA
JNS,3222 N Milwaukee Ave,Chicago,IL,60618,888-758-4389,E,,Public,ChargePoint Network,41.9396218,-87.7252044,40795,,,,,J1772
Mall at Rockingham Park - Between JC Penny and Sears,99 Rockingham Park Blvd,Salem,NH,3079,877-455-3833,E,,Public - Card key at all times,eVgo Network,42.7688179,-71.23082733,69468,,,,,CHADEMO
USD-IPJ Kroc,5555 Marian Way,San Diego,CA,92110,888-998-2546,E,,Private,Blink Network,32.770631,-117.194692,50966,,,,,J1772
WMK,Seaport Blvd,Boston,MA,2210,888-758-4389,E,,Public,ChargePoint Network,42.3530934,-71.0476406,75295,,,,,J1772
Southern California Edison - Saddleback Service Center,14155 Bake Pkwy,Irvine,CA,92718,,E,,Private,,33.6537158,-117.7044015,27317,T,,,7/15/05,J1772
4700 BOHANNON,4700 Bohannon Dr,Menlo Park,CA,94025,888-758-4389,E,,Public,ChargePoint Network,37.4795431,-122.1749536,69013,,,,,J1772
PDC 14 E Studio (QR 2000667),20901 Oakwood Blvd,Dearborn,MI,48121,888-998-2546,E,,Private,GE WattStation,42.2991863,-83.2376712,74842,,,,,J1772
NISSAN-COUNTRY,40 Russell St,Hadley,MA,1035,888-758-4389,E,,Public,ChargePoint Network,42.3400846,-72.6063918,60163,,,,,CHADEMO
KCP&L,1204 W 27th St @ The Roasterie,Kansas City,MO,64108,888-758-4389,E,,Public,ChargePoint Network,39.0789022,-94.598067,68787,,,,,J1772
Montage Deer Valley - Tesla,9100 Marsac Ave,Park City,UT,84060,435-604-1300  877-798-3752,E,,Public,Tesla,40.6158839,-111.5109588,71342,P,,,11/1/15,TESLA
Centralia - Tesla,1200 Lum Rd,Centralia,WA,98531,877-798-3752,E,,Public,Tesla,46.72984,-122.977335,52665,P,,,6/1/13,TESLA
Holiday Inn - Tesla,441 Electronics Pkwy,Liverpool,NY,13088,877-798-3752,E,,Public,Tesla,43.1025052,-76.1887182,67211,P,,,3/1/15,TESLA
Dimmitt Automotive Group Collision Center - Tesla,25191 US Highway 19 N,Clearwater,FL,33763,727-797-7070  877-798-3752,E,,Public - Call ahead,Tesla,28.0013426,-82.7280679,68466,P,,,4/1/15,TESLA
Vero US-1 Nissan,946 S US Highway 1,Vero Beach,FL,32962,772-778-3600,E,,Public - Call ahead,,27.585356,-80.376442,39980,P,,,3/15/11,J1772
Cholla Library,10050 Metro Parkway East,Phoenix,AZ,85051,888-998-2546,E,,Public,Blink Network,33.577867,-112.11905,54904,,,,,J1772
TOPS'L Beach and Racquet Resort - Tesla,9011 Highway 98 W,Destin,FL,32500,888-909-6807  877-798-3752,E,,Public,Tesla,29.9200246,-85.3830129,75033,P,,,2/1/16,TESLA
SPARKY,75-181 Mediterranean Ave,Palm Desert,CA,92211,888-758-4389,E,,Public,ChargePoint Network,33.7437507,-116.353601,63552,,,,,J1772
Nissan of St Charles,2535 E Main St,St. Charles,IL,60174,630-584-3900,E,,Public - Call ahead,,41.9206466,-88.2838918,46837,P,,,1/31/12,J1772
PlugShare NorCal Office,985 East San Carlos Ave,San Carlos,CA,94070,800-663-5633,E,,Public,SemaCharge Network,37.50933039,-122.2574931,74202,,,,,J1772
Two Bunch Palms Resort & Spa - Tesla,67425 Two Bunch Palms Trail,Desert Hot Springs,CA,92240,760-329-8791  877-798-3752,E,,Public,Tesla,33.9477232,-116.4870017,70424,P,,,8/1/15,TESLA
AMERICANAIRLINE,13998 Federal Aviation Administration Blvd,Fort Worth,TX,76155,888-758-4389,E,,Public,ChargePoint Network,32.8312417,-97.0645461,73941,,,,,J1772
FASTPARK,1500-1614 Crozier Ln,Austin,TX,78617,888-758-4389,E,,Public,ChargePoint Network,30.2198228,-97.6608534,63206,,,,,J1772
Antwerpen Nissan,12451 Auto Dr,Clarksville,MD,21029,410-531-5703,E,,Public - Call ahead,,39.213077,-76.944264,47690,P,,,1/31/12,J1772
1501 QUAIL ST.,2101 E El Segundo Blvd,El Segundo,CA,90245,888-758-4389,E,,Public,ChargePoint Network,33.9168787,-118.3901073,62457,,,,,J1772
BRIGHAM CIRCLE,20 Calumet Street,Boston,MA,2120,888-758-4389,E,,Public,ChargePoint Network,42.3328014,-71.1038488,70628,,,,,J1772
Cedars - Sinai Medical Center,139 S George Burns Rd,Los Angeles,CA,90048,,E,,Private,,34.074538,-118.381799,70009,P,,,12/1/11,J1772
West Covina,205 N Citrus St West Covina,West Covina,CA,91791,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.07410812,-117.8913727,69544,,,,,CHADEMO
Delamar Greenwich Harbor - Tesla,500 Steamboat Rd,Greenwich,CT,6830,203-661-9800  877-798-3752,E,,Public - Call ahead,Tesla,41.017798,-73.623616,67708,P,,,3/1/15,TESLA
Auto Fair Nissan Tewksbury,623 Main St,Tewksbury,MA,1876,978-746-2500,E,,Private,,42.6179009,-71.2497498,45820,P,,,1/31/12,J1772
Buffalo Niagara International Airport,4200 Genesee St,Buffalo,NY,14225,716-630-6191,E,,Public,,42.934019,-78.7319587,63479,P,,,12/31/14,J1772
Southern Oregon University,351 Walker Ave,Ashland,OR,97520,541-552-6666,E,,Public,,42.188087,-122.690164,40752,SG,,,8/1/11,NEMA520 J1772
Columbia Center Tower,"701 5th Ave, Suite 3530",Seattle,WA,98104,888-998-2546,E,,Public,Blink Network,47.604817,-122.330568,55113,,,,,J1772
Scott Evans Nissan,725 Bankhead Hwy,Carrollton,GA,30117,770-832-8222,E,,Public - Call ahead,,33.586858,-85.053085,46647,P,,,1/31/12,J1772 CHADEMO
SC1 - Station B,3065  Bowers Ave,Santa Clara,CA,95054,888-998-2546,E,,Private,GE WattStation,37.37686061,-121.9760804,72780,,,,,J1772
Nissan of State College,3220 W College Ave,State College,PA,16801,814-238-2447,E,,Private,,40.7576835,-77.8756066,47789,P,,,1/31/12,J1772
Polynesian Cultural Center,55-370 Kamehameha Hwy,Laie,HI,96762,650-845-2869,E,,Public,OpConnect,21.6389178,-157.9193772,45978,P,,,4/25/12,J1772
Kroger Store #528,4142 Cedar Springs,Dallas,TX,75219,888-998-2546,E,,Public,Blink Network,32.812857,-96.813394,47516,,,,,J1772
LINCOLN CITY,1138-1298 SW 50th St,Lincoln City,OR,97367,888-758-4389,E,,Public,ChargePoint Network,44.9284592,-124.0158463,56709,,,,,NEMA520 J1772
95 REEF,95 Reef Rd,Fairfield,CT,6824,888-758-4389,E,,Public,ChargePoint Network,41.1399586,-73.2565116,73867,,,,,J1772
OHAP 1 (QR 2000340),650  Miller Rd,Avon Lake,OH,44012,888-998-2546,E,,Private,GE WattStation,41.48578284,-82.06741045,72980,,,,,J1772
United Illuminating Co - City of New Haven Temple Street Garage,1 Temple St,New Haven,CT,6510,203-946-8936,E,,Public,,41.30361,-72.9297123,36926,LG,,,5/6/11,J1772
George Harte Nissan,426 Derby Ave,West Haven,CT,6516,203-389-5701,E,,Public - Call ahead,,41.3077571,-72.9685927,44459,P,,,11/30/11,J1772 CHADEMO
Southern California Edison - Whittier Service Center,9901 Geary Ave,Santa Fe Springs,CA,90670,,E,,Private,,33.947829,-118.0749531,1558,T,,,10/15/96,
Park 3 Station G,2501  NW 229th Ave,Hillsboro,OR,97124,888-998-2546,E,,Private,GE WattStation,45.54038671,-122.9138113,73070,,,,,J1772
Central Houston Nissan,2901 S Loop W,Houston,TX,77054,713-661-9955,E,,Public - Call ahead,,29.676733,-95.422226,39727,P,,,3/15/11,J1772 CHADEMO
WAG Tarzana,5353 Mecca Ave,Tarzana,CA,91356,877-455-3833,E,,Public - Card key at all times,eVgo Network,34.16894913,-118.5379562,69340,,,,,CHADEMO J1772 J1772COMBO
Eastern Carolina Nissan,3315 Highway 70 E,New Bern,NC,28560,252-636-1000,E,,Private,,35.048359,-77.01433,47019,P,,,1/31/12,J1772
OUC,2100 E Michigan St,Orlando,FL,32806,888-758-4389,E,,Public,ChargePoint Network,28.5122433,-81.3533859,42130,,,,,NEMA520 J1772
Henderson Hutcherson and Mccullough,1200 Market St,Chattanooga,TN,37402,888-998-2546,E,,Public,Blink Network,35.0421861,-85.308904,45042,,,,,J1772
BMW D&R,1301 US-31,Greenwood,IN,46143,888-758-4389,E,,Public,ChargePoint Network,39.5977474,-86.1031341,62098,,,,,J1772
